id,name,tagline,description,votes_count,comments_count,topics,main_category,platforms,searchable_text,log_votes,engagement_ratio,maker_count,reviews_count,reviews_rating,media_count,launch_hour_utc,launch_day_of_week,is_weekend,is_optimal_launch_hour,is_optimal_launch_day,name_len_chars,tagline_len_words,desc_len_words,has_emoji_in_tagline,is_question_tagline,topic_count,is_ai_product,is_saas_product,is_dev_tool,is_productivity,is_github_repo,has_custom_domain,daily_rank_clean,weekly_rank_clean,is_viral,product_type,target_user,target_user_score,pricing_model,pricing_model_score,core_function,core_function_score,heat_tier,tone,tone_score,positioning,positioning_score,positioning_source
1153409,BaseBuddy,Turn your Supabase database into a WordPress-like editor,BaseBuddy is an open-source Supabase CMS and self-hosted editor for existing Supabase and Postgres databases.,85,9,Developer Tools,Developer Tools,"Github, Website",BaseBuddy. Turn your Supabase database into a WordPress-like editor. BaseBuddy is an open-source Supabase CMS and self-hosted editor for existing Supabase and Postgres databases.. Topics: Developer Tools. Category: Developer Tools,4.454347296253507,0.1046511627906976,1,0,0.0,4,7,2,0,0,1,9,8,15,0,0,4,0,0,1,0,0,1,11,51,1,Developer Tools,Solo Founder,0.5158,Freemium,0.452,Developer Tool,0.5514,High Heat,practical,0.4452,Indie Hacker Friendly,0.365,zero-shot
1156750,CircadiaOS,"Sleep optimization, minus the $3,000 mattress pod","CircadiaOS is software-only sleep optimization. No mattress pod, no proprietary sensor, no new hardware. It connects the wearable and smart thermostat you already own, builds a personalized overnight temperature schedule from your biometrics, and runs your thermostat through it automatically every night. Most premium sleep tech in this category has been hardware-first: thousand-dollar mattress pods, dedicated sensors, custom firmware. We took the opposite bet.",84,3,General,General,Website,"CircadiaOS. Sleep optimization, minus the $3,000 mattress pod. CircadiaOS is software-only sleep optimization. No mattress pod, no proprietary sensor, no new hardware. It connects the wearable and smart thermostat you already own, builds a personalized overnight temperature schedule from your biometrics, and runs your thermostat through it automatically every night. Most premium sleep tech in this category has been hardware-first: thousand-dollar mattress pods, dedicated sensors, custom firmware. We took the opposite bet.. Topics: General. Category: General",4.442651256490317,0.0352941176470588,1,0,0.0,7,7,2,0,0,1,10,7,64,0,0,3,0,0,0,0,0,1,12,53,1,General,SMB,0.427,Paid,0.7991,Collaboration,0.323,High Heat,innovative,0.5816,Niche,0.4917,zero-shot
1143746,Krater,"All the AI tools you use, one subscription","Krater turns AI from something you try into something you use. Every AI model, every modality, every app you use, combined into one chat and driven by one agent. Tell it what you need in plain language and it gets it done; whatever you're building, studying, running or creating. The same agent that chats with you can generate an image, edit a video, produce a song, automate your apps, and publish a full website, all in one flow. 70K+ users. API access. Replaces $100+/mo in subscriptions.",83,8,AI,AI,"Twitter, Website, Instagram, Facebook, LinkedIn","Krater. All the AI tools you use, one subscription. Krater turns AI from something you try into something you use. Every AI model, every modality, every app you use, combined into one chat and driven by one agent. Tell it what you need in plain language and it gets it done; whatever you're building, studying, running or creating. The same agent that chats with you can generate an image, edit a video, produce a song, automate your apps, and publish a full website, all in one flow. 70K+ users. API access. Replaces $100+/mo in subscriptions.. Topics: AI. Category: AI",4.430816798843313,0.0952380952380952,4,8,4.63,5,7,2,0,0,1,6,8,86,0,0,3,1,0,0,0,0,1,13,52,1,AI,Solo Founder,0.5689,Paid,0.4844,AI Agent,0.7873,High Heat,innovative,0.649,Highly Viral,0.4248,zero-shot
1153406,baz.studio,Skills library & video editor for AI Agents,"Baz Studio is an AI-native video production platform for humans and AI agents. Today we’re launching Skills: the world’s largest library of open-source video workflows for AI. Turn pitch decks into videos, codebases into launch videos, and blog posts into content series. Run Baz directly inside Claude, Codex, or any AI coding agent using the CLI, and watch full video productions appear inside the Baz Studio web UI.",78,3,General,General,"Twitter, Instagram, Website","baz.studio. Skills library & video editor for AI Agents. Baz Studio is an AI-native video production platform for humans and AI agents. Today we’re launching Skills: the world’s largest library of open-source video workflows for AI. Turn pitch decks into videos, codebases into launch videos, and blog posts into content series. Run Baz directly inside Claude, Codex, or any AI coding agent using the CLI, and watch full video productions appear inside the Baz Studio web UI.. Topics: General. Category: General",4.3694478524670215,0.0379746835443038,2,2,5.0,4,7,2,0,0,1,10,8,68,0,0,3,0,0,0,0,0,1,14,55,1,General,Solo Founder,0.4037,Paid,0.4561,AI Agent,0.5829,High Heat,innovative,0.5251,Indie Hacker Friendly,0.3036,zero-shot
1156402,Archi-Flow,Visualize cloud architecture with live traffic simulations,"Archi-Flow brings your cloud architecture to life. Instead of looking at static diagrams, you can design interactive cloud architecture maps featuring real-time live traffic simulations. Perfect for system design reviews, debugging data flows, onboarding engineers, and presenting complex architectures with clarity. Built to bridge the gap between design and reality.",76,4,Developer Tools,Developer Tools,Website,"Archi-Flow. Visualize cloud architecture with live traffic simulations. Archi-Flow brings your cloud architecture to life. Instead of looking at static diagrams, you can design interactive cloud architecture maps featuring real-time live traffic simulations. Perfect for system design reviews, debugging data flows, onboarding engineers, and presenting complex architectures with clarity. Built to bridge the gap between design and reality.. Topics: Developer Tools. Category: Developer Tools",4.343805421853684,0.0519480519480519,1,0,0.0,11,7,2,0,0,1,10,7,50,0,0,3,0,0,1,0,0,1,15,57,1,Developer Tools,Solo Founder,0.5883,Paid,0.4672,Developer Tool,0.764,High Heat,innovative,0.5404,Niche,0.48,zero-shot
1156418,Netfox,A native local macOS network monitor,"A native macOS network monitor. Combines Bonjour, ARP, SSDP, NetBIOS and active probing to show every connected device — Apple gadgets, smart TVs, IoT, printers — in one live window. Full per-device history: first seen, last seen, every online/offline transition. Five alert types for new, risky, or returning devices. One-click security scan checks common ports with plain-English findings. Built 100% in SwiftUI. No cloud, no account, no telemetry. Your data stays on your Mac. Free.",75,5,General,General,Website,"Netfox. A native local macOS network monitor. A native macOS network monitor. Combines Bonjour, ARP, SSDP, NetBIOS and active probing to show every connected device — Apple gadgets, smart TVs, IoT, printers — in one live window. Full per-device history: first seen, last seen, every online/offline transition. Five alert types for new, risky, or returning devices. One-click security scan checks common ports with plain-English findings. Built 100% in SwiftUI. No cloud, no account, no telemetry. Your data stays on your Mac. Free.. Topics: General. Category: General",4.330733340286331,0.0657894736842105,1,0,0.0,5,7,2,0,0,1,6,6,75,0,0,3,0,0,0,0,0,1,16,61,1,General,Solo Founder,0.7593,Free,0.9094,Automation,0.2884,High Heat,innovative,0.5657,Indie Hacker Friendly,0.3564,zero-shot
1156099,Phasr,Run 100+ workflows simultaneously without losing context,"Phasr is a workspace orchestration platform for engineers and AI-assisted development. Spin up and manage dozens of parallel coding workflows, terminals, agents, and repositories from one place. Whether you're debugging production issues, running multi-repo changes, reviewing AI-generated code, or managing large-scale development tasks, Phasr helps you move faster without context switching.",75,2,"AI, Developer Tools, Productivity",AI,"LinkedIn, Github, Twitter, Website","Phasr. Run 100+ workflows simultaneously without losing context. Phasr is a workspace orchestration platform for engineers and AI-assisted development. Spin up and manage dozens of parallel coding workflows, terminals, agents, and repositories from one place. Whether you're debugging production issues, running multi-repo changes, reviewing AI-generated code, or managing large-scale development tasks, Phasr helps you move faster without context switching.. Topics: AI, Developer Tools, Productivity. Category: AI",4.330733340286331,0.0263157894736842,1,0,0.0,5,7,2,0,0,1,5,7,51,0,0,4,1,0,1,1,0,1,17,60,1,AI,Solo Founder,0.5101,Paid,0.621,Developer Tool,0.3343,High Heat,innovative,0.4875,Niche,0.363,zero-shot
1154542,QuickSheet v1.2,Instantly create and edit spreadsheets from your menu bar,"QuickSheet is a tiny, instant spreadsheet that lives in your Mac's menu bar. One shortcut and you're crunching numbers, no need to open Numbers. Real formulas (SUM, IF, COUNT), conditional formatting, freeze rows/columns, formula-preserving paste from Sheets & Excel, CSV import/export, and Paste & Clean Table for messy web copy. No signup, no subscription, no ads, no data collected - ever. Everything stays local on your Mac. Free for life.",74,1,Productivity,Productivity,App Store,"QuickSheet v1.2. Instantly create and edit spreadsheets from your menu bar. QuickSheet is a tiny, instant spreadsheet that lives in your Mac's menu bar. One shortcut and you're crunching numbers, no need to open Numbers. Real formulas (SUM, IF, COUNT), conditional formatting, freeze rows/columns, formula-preserving paste from Sheets & Excel, CSV import/export, and Paste & Clean Table for messy web copy. No signup, no subscription, no ads, no data collected - ever. Everything stays local on your Mac. Free for life.. Topics: Productivity. Category: Productivity",4.31748811353631,0.0133333333333333,2,1,5.0,4,7,2,0,0,1,15,9,70,0,0,2,0,0,0,1,0,1,18,58,1,Productivity,Solo Founder,0.4431,Free,0.9033,Automation,0.597,High Heat,innovative,0.4966,Indie Hacker Friendly,0.3694,zero-shot
1156323,Local Panel,Local SSH server manager with no subscriptions or installs,"LocalPanel is a powerful desktop application that lets you manage any SSH-accessible server directly from your computer. No agents, no bloat, and nothing installed on your remote machines — just a clean, local app that puts complete server control at your fingertips.",74,1,Developer Tools,Developer Tools,"Microsoft, App Store, Website","Local Panel. Local SSH server manager with no subscriptions or installs. LocalPanel is a powerful desktop application that lets you manage any SSH-accessible server directly from your computer. No agents, no bloat, and nothing installed on your remote machines — just a clean, local app that puts complete server control at your fingertips.. Topics: Developer Tools. Category: Developer Tools",4.31748811353631,0.0133333333333333,1,0,0.0,6,7,2,0,0,1,11,9,42,0,0,3,0,0,1,0,0,1,19,59,1,Developer Tools,Solo Founder,0.6765,Free,0.7757,Developer Tool,0.5804,High Heat,innovative,0.4353,Niche,0.4057,zero-shot
1156458,Extend,Parse any PDF layout with SOTA accuracy for AI pipelines,"Parse, extract, and split your hardest documents with unmatched accuracy. Read any layout with specialized vision models, and ship reliable pipelines in minutes, not months.",74,6,Developer Tools,Developer Tools,"Website, Twitter","Extend. Parse any PDF layout with SOTA accuracy for AI pipelines. Parse, extract, and split your hardest documents with unmatched accuracy. Read any layout with specialized vision models, and ship reliable pipelines in minutes, not months.. Topics: Developer Tools. Category: Developer Tools",4.31748811353631,0.08,2,0,0.0,2,7,2,0,0,1,6,10,25,0,0,2,0,0,1,0,0,1,20,62,1,Developer Tools,Solo Founder,0.4383,Freemium,0.4657,Developer Tool,0.4379,High Heat,practical,0.392,Niche,0.3634,zero-shot
1155920,BobCA,A sovereign agent that learns to code with your preferences,"Most AI assistants are just glorified autocomplete. BobCA gives you a sovereign digital workforce. Using your learned engineering DNA, set grading targets in Mission Control, and let your digital twin autonomously debug, refactor, and build in the background. It logs negative constraints so it never repeats a mistake. Track every bug crushed and feature shipped live on the Autonomy HUD. Stop explaining your codebase and start managing your twin.",70,6,"AI, Developer Tools",AI,Firebase,"BobCA. A sovereign agent that learns to code with your preferences. Most AI assistants are just glorified autocomplete. BobCA gives you a sovereign digital workforce. Using your learned engineering DNA, set grading targets in Mission Control, and let your digital twin autonomously debug, refactor, and build in the background. It logs negative constraints so it never repeats a mistake. Track every bug crushed and feature shipped live on the Autonomy HUD. Stop explaining your codebase and start managing your twin.. Topics: AI, Developer Tools. Category: AI",4.262679877041316,0.0845070422535211,1,0,0.0,5,7,2,0,0,1,5,10,69,0,0,3,1,0,1,0,0,1,21,63,1,AI,Solo Founder,0.5802,Paid,0.5787,AI Agent,0.7814,High Heat,innovative,0.5835,Niche,0.3712,zero-shot
1156372,Chunk sidecars,Validate agent-generated code before it ever reaches CI,"AI agents write code fast. Validation still happens after the push — by then the context is gone. Chunk sidecars run scoped microbuilds before commit, in a real CI mirror. Auto-detects your stack. ~27s average vs ~5 min billable compute for a full run. 3x–5x fewer tokens in retry loops. If something fails, the agent iterates before anything reaches shared CI. Run chunk init. Works with Claude Code, Codex, Cursor, or custom agents. Free for all CircleCI users.",69,5,"AI, Developer Tools",AI,"Github, Website, Twitter","Chunk sidecars. Validate agent-generated code before it ever reaches CI. AI agents write code fast. Validation still happens after the push — by then the context is gone. Chunk sidecars run scoped microbuilds before commit, in a real CI mirror. Auto-detects your stack. ~27s average vs ~5 min billable compute for a full run. 3x–5x fewer tokens in retry loops. If something fails, the agent iterates before anything reaches shared CI. Run chunk init. Works with Claude Code, Codex, Cursor, or custom agents. Free for all CircleCI users.. Topics: AI, Developer Tools. Category: AI",4.248495242049359,0.0714285714285714,2,1,5.0,4,7,2,0,0,1,14,8,78,0,0,3,1,0,1,0,0,1,22,64,1,AI,Solo Founder,0.5183,Free,0.9785,AI Agent,0.5039,High Heat,innovative,0.438,Indie Hacker Friendly,0.3629,zero-shot
1156702,GenGo,Transform selected text anywhere on macOS,"Gengo is a macOS utility that transforms selected text instantly using AI. Select text anywhere on your Mac, describe what you want, and Gengo replaces it in place. Turn GitHub URLs into GitHub Pages URLs, convert Japanese into natural English, generate terminal commands, format SQL, create TypeScript types from JSON, and much more — without switching apps or breaking your workflow.",68,3,"Developer Tools, Productivity",Developer Tools,Github,"GenGo. Transform selected text anywhere on macOS. Gengo is a macOS utility that transforms selected text instantly using AI. Select text anywhere on your Mac, describe what you want, and Gengo replaces it in place. Turn GitHub URLs into GitHub Pages URLs, convert Japanese into natural English, generate terminal commands, format SQL, create TypeScript types from JSON, and much more — without switching apps or breaking your workflow.. Topics: Developer Tools, Productivity. Category: Developer Tools",4.23410650459726,0.0434782608695652,0,0,0.0,6,7,2,0,0,1,5,6,61,0,0,4,0,0,1,1,0,1,23,66,1,Developer Tools,Solo Founder,0.5383,Paid,0.5233,Developer Tool,0.3953,High Heat,innovative,0.5845,Niche,0.4954,zero-shot
1103562,BankStatementLab,"Turn any bank statement PDF into Excel, CSV or JSON with AI","BankStatementLab uses AI to extract transactions from any bank statement PDF in the world. Upload your file, get clean structured data in seconds — ready to use in Excel, CSV, or JSON. No manual data entry. Works with any bank, any format, any language. Perfect for accountants, bookkeepers, financial analysts, and businesses that need to digitize bank statements at scale. Start free with 5 pages included.",68,3,"AI, SaaS",SaaS,Website,"BankStatementLab. Turn any bank statement PDF into Excel, CSV or JSON with AI. BankStatementLab uses AI to extract transactions from any bank statement PDF in the world. Upload your file, get clean structured data in seconds — ready to use in Excel, CSV, or JSON. No manual data entry. Works with any bank, any format, any language. Perfect for accountants, bookkeepers, financial analysts, and businesses that need to digitize bank statements at scale. Start free with 5 pages included.. Topics: AI, SaaS. Category: SaaS",4.23410650459726,0.0434782608695652,1,0,0.0,1,7,2,0,0,1,16,12,66,0,0,3,1,1,0,0,0,1,24,67,1,SaaS,Solo Founder,0.538,Free,0.9375,Automation,0.3988,High Heat,practical,0.3946,Niche,0.4379,zero-shot
1155192,Aviquill,A calm canvas for visual thinkers with messy minds,"Aviquill is a writing-first infinite canvas for visual thinkers who feel constrained by rigid note-taking apps. Create layered spaces for projects, ideas, research, and creative work — without forcing everything into folders, pages, or linear structure. Designed to make organizing thoughts feel calmer, more flexible, and more natural.",67,5,Productivity,Productivity,"Twitter, Website","Aviquill. A calm canvas for visual thinkers with messy minds. Aviquill is a writing-first infinite canvas for visual thinkers who feel constrained by rigid note-taking apps. Create layered spaces for projects, ideas, research, and creative work — without forcing everything into folders, pages, or linear structure. Designed to make organizing thoughts feel calmer, more flexible, and more natural.. Topics: Productivity. Category: Productivity",4.219507705176107,0.0735294117647058,1,0,0.0,13,7,2,0,0,1,8,9,48,0,0,3,0,0,0,1,0,1,25,68,1,Productivity,Solo Founder,0.5012,Paid,0.6591,Collaboration,0.2856,High Heat,innovative,0.7262,Niche,0.4971,zero-shot
1156260,Jott,Capture quick written or voice notes from your Mac's notch,"Jott lives in your Mac's notch. Double-tap Option, type, it autosaves, you're back. No windows, no switching apps, no losing your place. Everything syncs to iPhone over iCloud so your notes follow you everywhere. One-time purchase on both Mac and iOS. Free 7-day trial. No subscription, ever. Actively maintained.",67,1,Productivity,Productivity,Website,"Jott. Capture quick written or voice notes from your Mac's notch. Jott lives in your Mac's notch. Double-tap Option, type, it autosaves, you're back. No windows, no switching apps, no losing your place. Everything syncs to iPhone over iCloud so your notes follow you everywhere. One-time purchase on both Mac and iOS. Free 7-day trial. No subscription, ever. Actively maintained.. Topics: Productivity. Category: Productivity",4.219507705176107,0.0147058823529411,1,0,0.0,5,7,2,0,0,1,4,10,49,0,0,3,0,0,0,1,0,1,26,69,1,Productivity,Solo Founder,0.6042,Free,0.7172,Automation,0.58,High Heat,practical,0.5492,Niche,0.4117,zero-shot
1152269,Studio Practice,Preview any URL on every Mac screen at once,"Paste any URL. See it rendered across all six common Mac display sizes — MacBook Air 13 and 15, MacBook Pro 14 and 16, iMac 24, and Studio Display 5K — stacked, scaled, and labeled. The notch and menu bar are where Apple puts them, so what you see matches a real fullscreen browser. Single HTML file. No signup, no tracking, no build step. Works with localhost. Download once and it runs offline forever.",65,1,Developer Tools,Developer Tools,Website,"Studio Practice. Preview any URL on every Mac screen at once. Paste any URL. See it rendered across all six common Mac display sizes — MacBook Air 13 and 15, MacBook Pro 14 and 16, iMac 24, and Studio Display 5K — stacked, scaled, and labeled. The notch and menu bar are where Apple puts them, so what you see matches a real fullscreen browser. Single HTML file. No signup, no tracking, no build step. Works with localhost. Download once and it runs offline forever.. Topics: Developer Tools. Category: Developer Tools",4.189654742026425,0.0151515151515151,1,0,0.0,4,7,2,0,0,1,15,9,74,0,0,3,0,0,1,0,0,1,27,70,1,Developer Tools,Solo Founder,0.4791,Free,0.817,Developer Tool,0.3574,High Heat,practical,0.4352,Indie Hacker Friendly,0.4145,zero-shot
